Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Alabama,2018,4,1/27/2018,1286,1208,37,215,34,83,64,99,25,28,21,289,81,,,,,,,,,,,,,,,,,
Alabama,2018,5,2/3/2018,1147,1058,23,219,22,52,58,86,16,17,20,276,67,,,,,,,,,,,,,,,,,
Alabama,2018,6,2/10/2018,1180,1086,29,207,19,70,54,73,16,23,26,275,82,,,,,,,,,,,,,,,,,
Alabama,2018,7,2/17/2018,1096,1019,27,205,26,49,46,60,16,21,18,271,63,,,,,,,,,,,,,,,,,
Alabama,2018,8,2/24/2018,1099,1031,24,192,17,53,39,57,23,30,27,293,54,,,,,,,,,,,,,,,,,
Alabama,2018,9,3/3/2018,985,919,22,194,22,32,34,69,21,21,19,237,52,,,,,,,,,,,,,,,,,
Alabama,2018,10,3/10/2018,1059,978,21,192,26,47,22,65,24,14,22,275,68,,,,,,,,,,,,,,,,,
Alabama,2018,11,3/17/2018,1086,987,25,197,19,52,23,67,19,24,24,263,74,,,,,,,,,,,,,,,,,
Alabama,2018,12,3/24/2018,992,916,14,196,19,40,15,65,29,12,13,254,63,,,,,,,,,,,,,,,,,
Alabama,2018,13,3/31/2018,995,901,23,166,15,38,28,68,17,15,21,253,57,,,,,,,,,,,,,,,,,
Alabama,2018,14,4/7/2018,1012,941,24,199,23,44,18,67,21,18,11,261,45,,,,,,,,,,,,,,,,,
Alabama,2018,15,4/14/2018,1026,954,15,227,16,48,19,78,19,15,17,264,46,,,,,,,,,,,,,,,,,
Alabama,2018,16,4/21/2018,1030,942,22,200,22,38,24,79,25,27,15,243,52,,,,,,,,,,,,,,,,,
Alabama,2018,17,4/28/2018,971,895,20,178,23,37,12,79,19,13,22,266,54,,,,,,,,,,,,,,,,,
Alabama,2018,18,5/5/2018,1038,951,10,197,22,33,15,88,19,16,16,270,50,,,,,,,,,,,,,,,,,
Alabama,2018,19,5/12/2018,950,878,16,176,20,46,17,75,17,13,19,245,55,,,,,,,,,,,,,,,,,
Alabama,2018,20,5/19/2018,1005,935,11,204,25,47,11,72,23,19,14,276,54,,,,,,,,,,,,,,,,,
Alabama,2018,21,5/26/2018,977,902,13,217,16,52,23,58,11,21,19,246,64,,,,,,,,,,,,,,,,,
Alabama,2018,22,6/2/2018,972,893,17,205,24,42,16,67,12,16,21,247,51,,,,,,,,,,,,,,,,,
Alabama,2018,23,6/9/2018,1011,934,12,223,23,51,14,64,14,18,15,259,49,,,,,,,,,,,,,,,,,
Alabama,2018,24,6/16/2018,940,861,17,174,19,47,11,58,13,16,16,228,68,,,,,,,,,,,,,,,,,
Alabama,2018,25,6/23/2018,972,888,17,190,15,48,16,56,17,16,16,254,64,,,,,,,,,,,,,,,,,
Alabama,2018,26,6/30/2018,927,861,14,204,14,37,19,66,25,24,20,226,46,,,,,,,,,,,,,,,,,
Alabama,2018,27,7/7/2018,972,879,17,190,25,38,15,57,19,21,18,236,45,,,,,,,,,,,,,,,,,
Alabama,2018,28,7/14/2018,994,910,18,199,21,42,20,59,18,13,16,254,52,,,,,,,,,,,,,,,,,
Alabama,2018,29,7/21/2018,959,876,17,174,20,53,16,51,15,25,13,243,65,,,,,,,,,,,,,,,,,
Alabama,2018,30,7/28/2018,930,845,15,205,16,38,21,53,16,15,13,225,57,,,,,,,,,,,,,,,,,
Alabama,2018,31,8/4/2018,960,871,20,196,19,52,14,54,19,23,22,232,48,,,,,,,,,,,,,,,,,
Alabama,2018,32,8/11/2018,969,883,20,183,20,51,16,64,,22,16,248,59,,,,,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2018,33,8/18/2018,938,881,14,181,23,49,14,78,17,12,14,218,60,,,,,,,,,,,,,,,,,
Alabama,2018,34,8/25/2018,943,882,16,205,21,48,12,58,22,15,11,223,60,,,,,,,,,,,,,,,,,
Alabama,2018,35,9/1/2018,936,867,18,192,15,62,18,57,13,16,13,226,58,,,,,,,,,,,,,,,,,
Alabama,2018,36,9/8/2018,944,871,12,205,14,37,11,56,16,16,15,241,56,,,,,,,,,,,,,,,,,
Alabama,2018,37,9/15/2018,912,830,14,169,21,53,23,46,18,16,14,237,48,,,,,,,,,,,,,,,,,
Alabama,2018,38,9/22/2018,998,921,24,211,24,44,21,61,19,24,22,226,51,,,,,,,,,,,,,,,,,
Alabama,2018,39,9/29/2018,972,890,21,217,16,42,13,57,27,18,13,236,52,,,,,,,,,,,,,,,,,
Alabama,2018,40,10/6/2018,945,874,15,224,13,53,12,53,17,21,19,228,63,,,,,,,,,,,,,,,,,
Alabama,2018,41,10/13/2018,943,874,12,232,22,43,18,54,11,21,15,222,56,,,,,,,,,,,,,,,,,
Alabama,2018,42,10/20/2018,971,897,22,180,26,58,19,76,16,24,15,235,42,,,,,,,,,,,,,,,,,
Alabama,2018,43,10/27/2018,993,910,16,193,22,51,16,61,10,14,21,242,55,,,,,,,,,,,,,,,,,
Alabama,2018,44,11/3/2018,927,851,16,195,33,50,17,56,15,18,17,215,40,,,,,,,,,,,,,,,,,
Alabama,2018,45,11/10/2018,963,892,18,189,20,40,16,60,22,28,18,258,51,,,,,,,,,,,,,,,,,
Alabama,2018,46,11/17/2018,1055,988,23,221,28,54,17,53,15,23,13,268,74,,,,,,,,,,,,,,,,,
Alabama,2018,47,11/24/2018,1009,920,14,188,24,52,13,76,,15,21,249,61,,,,,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2018,48,12/1/2018,1050,977,12,234,28,51,14,62,17,17,29,258,55,,,,,,,,,,,,,,,,,
Alabama,2018,49,12/8/2018,1043,962,24,207,24,52,21,73,19,22,24,249,50,,,,,,,,,,,,,,,,,
Alabama,2018,50,12/15/2018,1053,982,20,188,19,66,28,86,16,20,10,283,52,,,,,,,,,,,,,,,,,
Alabama,2018,51,12/22/2018,1103,1029,28,204,21,61,30,85,16,25,13,288,53,,,,,,,,,,,,,,,,,
Alabama,2018,52,12/29/2018,1084,988,24,196,29,49,25,76,22,22,24,278,61,,,,,,,,,,,,,,,,,
Alabama,2019,1,1/5/2019,1077,993,30,198,22,60,21,63,14,21,27,261,53,,,,,,,,,,,,,,,,,
Alabama,2019,2,1/12/2019,1090,994,25,187,24,49,18,85,21,13,11,275,65,,,,,,,,,,,,,,,,,
Alabama,2019,3,1/19/2019,1114,1042,22,238,18,48,31,80,30,25,15,283,53,,,,,,,,,,,,,,,,,
Alabama,2019,4,1/26/2019,1063,994,21,165,22,50,22,113,14,25,23,279,56,,,,,,,,,,,,,,,,,
Alabama,2019,5,2/2/2019,1095,1026,18,199,19,52,19,80,20,24,21,290,50,,,,,,,,,,,,,,,,,
Alabama,2019,6,2/9/2019,1092,1005,18,182,25,56,28,76,27,22,28,278,59,,,,,,,,,,,,,,,,,
Alabama,2019,7,2/16/2019,1103,1017,27,214,25,51,27,78,17,22,20,262,56,,,,,,,,,,,,,,,,,
Alabama,2019,8,2/23/2019,1064,992,16,183,22,52,17,70,23,26,20,273,52,,,,,,,,,,,,,,,,,
Alabama,2019,9,3/2/2019,1050,966,25,164,30,52,28,65,11,23,15,284,56,,,,,,,,,,,,,,,,,
Alabama,2019,10,3/9/2019,1061,963,18,189,27,50,19,81,12,19,17,260,63,,,,,,,,,,,,,,,,,
Alabama,2019,11,3/16/2019,1090,1015,21,216,24,60,26,71,22,25,22,278,57,,,,,,,,,,,,,,,,,
Alabama,2019,12,3/23/2019,1012,938,21,176,23,48,22,70,15,24,22,259,62,,,,,,,,,,,,,,,,,
Alabama,2019,13,3/30/2019,1078,998,23,202,20,52,20,59,12,15,22,281,66,,,,,,,,,,,,,,,,,
Alabama,2019,14,4/6/2019,1044,960,12,202,20,43,18,77,22,15,22,248,64,,,,,,,,,,,,,,,,,
Alabama,2019,15,4/13/2019,1031,932,22,174,29,46,21,74,16,15,26,267,51,,,,,,,,,,,,,,,,,
Alabama,2019,16,4/20/2019,956,898,21,163,24,50,19,62,16,20,18,256,59,,,,,,,,,,,,,,,,,
Alabama,2019,17,4/27/2019,1042,982,21,215,28,39,19,77,20,23,18,259,59,,,,,,,,,,,,,,,,,
Alabama,2019,18,5/4/2019,1031,942,14,204,20,47,21,60,16,16,16,257,54,,,,,,,,,,,,,,,,,
Alabama,2019,19,5/11/2019,1009,920,15,217,21,48,18,67,12,19,21,240,55,,,,,,,,,,,,,,,,,
Alabama,2019,20,5/18/2019,996,907,17,191,20,51,19,54,22,12,21,250,54,,,,,,,,,,,,,,,,,
Alabama,2019,21,5/25/2019,973,916,14,193,27,45,21,79,,18,20,265,64,,,,,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2019,22,6/1/2019,1027,928,21,195,17,56,18,76,,18,18,256,64,,,,,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2019,23,6/8/2019,1029,924,15,222,17,55,11,62,17,16,21,246,57,,,,,,,,,,,,,,,,,
Alabama,2019,24,6/15/2019,986,896,23,180,25,43,23,64,17,16,14,238,58,,,,,,,,,,,,,,,,,
Alabama,2019,25,6/22/2019,989,905,19,190,20,45,20,52,18,23,15,244,61,,,,,,,,,,,,,,,,,
Alabama,2019,26,6/29/2019,940,873,31,185,23,49,17,71,18,13,,240,44,,,,,,,,,,,,,Suppressed (counts 1-9),,,,
Alabama,2019,27,7/6/2019,1028,926,22,182,22,48,10,53,15,21,21,277,60,,,,,,,,,,,,,,,,,
Alabama,2019,28,7/13/2019,1018,945,19,215,28,58,11,49,17,19,14,256,52,,,,,,,,,,,,,,,,,
Alabama,2019,29,7/20/2019,962,871,19,195,29,40,15,68,21,15,15,240,49,,,,,,,,,,,,,,,,,
Alabama,2019,30,7/27/2019,980,895,19,186,21,49,12,45,18,22,18,259,60,,,,,,,,,,,,,,,,,
Alabama,2019,31,8/3/2019,983,906,12,184,18,67,19,48,13,19,27,262,59,,,,,,,,,,,,,,,,,
Alabama,2019,32,8/10/2019,998,924,17,198,27,48,12,59,14,16,25,251,63,,,,,,,,,,,,,,,,,
Alabama,2019,33,8/17/2019,977,903,21,188,31,42,15,57,14,18,18,245,54,,,,,,,,,,,,,,,,,
Alabama,2019,34,8/24/2019,939,869,17,189,16,52,19,62,14,,19,245,53,,,,,,,,,,,,Suppressed (counts 1-9),,,,,
Alabama,2019,35,8/31/2019,975,894,18,190,20,56,18,69,15,10,20,212,56,,,,,,,,,,,,,,,,,
Alabama,2019,36,9/7/2019,1009,924,13,188,17,46,16,78,23,21,12,249,52,,,,,,,,,,,,,,,,,
Alabama,2019,37,9/14/2019,999,925,21,201,22,35,21,59,21,11,21,228,69,,,,,,,,,,,,,,,,,
Alabama,2019,38,9/21/2019,883,801,19,173,25,53,13,50,14,23,19,213,41,,,,,,,,,,,,,,,,,
Alabama,2019,39,9/28/2019,987,905,22,194,13,38,19,57,12,18,16,244,61,,,,,,,,,,,,,,,,,
Alabama,2019,40,10/5/2019,958,870,14,189,16,45,10,67,14,25,17,232,59,,,,,,,,,,,,,,,,,
Alabama,2019,41,10/12/2019,908,830,16,187,21,44,,46,28,12,15,209,54,,,,,,,,,Suppressed (counts 1-9),,,,,,,,
Alabama,2019,42,10/19/2019,1010,935,21,192,20,49,16,65,28,18,17,239,86,,,,,,,,,,,,,,,,,
Alabama,2019,43,10/26/2019,978,883,21,191,18,42,18,54,16,16,16,270,63,,,,,,,,,,,,,,,,,
Alabama,2019,44,11/2/2019,937,859,16,198,17,51,18,53,10,20,17,213,54,,,,,,,,,,,,,,,,,
Alabama,2019,45,11/9/2019,1041,964,16,202,22,54,10,73,17,15,27,280,64,,,,,,,,,,,,,,,,,
Alabama,2019,46,11/16/2019,1072,1002,20,182,29,61,22,71,12,27,22,303,52,,,,,,,,,,,,,,,,,
Alabama,2019,47,11/23/2019,1044,978,22,194,29,46,19,62,19,16,17,252,65,,,,,,,,,,,,,,,,,
Alabama,2019,48,11/30/2019,1038,949,20,188,23,50,27,59,22,22,19,241,61,,,,,,,,,,,,,,,,,
Alabama,2019,49,12/7/2019,1072,997,29,180,28,62,20,76,18,22,13,266,60,,,,,,,,,,,,,,,,,
Alabama,2019,50,12/14/2019,1081,997,19,202,26,52,25,76,20,25,18,253,66,,,,,,,,,,,,,,,,,
Alabama,2019,51,12/21/2019,1103,1018,22,204,33,70,19,81,24,20,23,252,68,,,,,,,,,,,,,,,,,
Alabama,2019,52,12/28/2019,1035,949,17,194,33,53,15,55,22,21,20,257,49,,,,,,,,,,,,,,,,,
Alabama,2020,1,1/4/2020,"1,082","1,009",15,196,25,54,28,86,13,25,25,268,81,0,0,,,,,,,,,,,,,,,
Alabama,2020,2,1/11/2020,"1,127","1,060",25,197,17,41,27,72,20,23,34,274,68,0,0,,,,,,,,,,,,,,,
Alabama,2020,3,1/18/2020,"1,039",976,28,201,24,53,31,73,21,23,24,239,45,0,0,,,,,,,,,,,,,,,
Alabama,2020,4,1/25/2020,"1,056",982,16,190,23,54,29,61,11,14,23,284,70,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
Alabama,2020,5,2/1/2020,"1,026",949,15,157,16,58,31,76,17,20,23,265,55,0,0,,,,,,,,,,,,,,,
Alabama,2020,6,2/8/2020,"1,120","1,028",26,191,24,45,28,70,20,24,27,304,52,0,0,,,,,,,,,,,,,,,
Alabama,2020,7,2/15/2020,"1,095","1,020",17,193,24,50,35,74,23,18,25,255,81,0,0,,,,,,,,,,,,,,,
Alabama,2020,8,2/22/2020,"1,098","1,018",17,222,29,47,25,65,12,12,15,285,74,0,0,,,,,,,,,,,,,,,
Alabama,2020,9,2/29/2020,"1,164","1,093",20,212,28,62,30,88,20,21,25,294,60,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Alabama,2020,10,3/7/2020,"1,057",953,18,144,25,65,34,60,24,23,22,265,57,0,0,,,,,,,,,,,,,,,
Alabama,2020,11,3/14/2020,"1,091","1,013",16,199,31,65,30,75,28,27,20,265,69,0,0,,,,,,,,,,,,,,,
Alabama,2020,12,3/21/2020,"1,059",986,17,227,25,46,26,67,24,22,16,263,72,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Alabama,2020,13,3/28/2020,"1,073",989,15,188,23,67,26,75,24,15,21,244,69,23,20,,,,,,,,,,,,,,,
Alabama,2020,14,4/4/2020,"1,156","1,077",27,202,34,74,23,67,24,22,25,257,68,49,45,,,,,,,,,,,,,,,
Alabama,2020,15,4/11/2020,"1,135","1,056",25,166,31,63,18,60,20,17,28,265,64,81,77,,,,,,,,,,,,,,,
Alabama,2020,16,4/18/2020,"1,149","1,053",20,183,35,62,18,67,21,17,19,249,62,89,85,,,,,,,,,,,,,,,
Alabama,2020,17,4/25/2020,"1,139","1,037",20,200,28,55,24,53,12,17,12,265,63,85,78,,,,,,,,,,,,,,,
Alabama,2020,18,5/2/2020,"1,147","1,048",17,197,22,57,26,67,19,24,10,271,62,81,75,,,,,,,,,,,,,,,
Alabama,2020,19,5/9/2020,"1,171","1,084",17,201,28,45,12,58,18,15,22,305,52,116,105,,,,,,,,,,,,,,,
Alabama,2020,20,5/16/2020,"1,148","1,049",19,203,29,47,15,71,17,21,22,259,49,96,89,,,,,,,,,,,,,,,
Alabama,2020,21,5/23/2020,"1,153","1,055",22,192,22,62,18,53,15,21,25,282,55,82,78,,,,,,,,,,,,,,,
Alabama,2020,22,5/30/2020,"1,109",999,23,161,29,53,21,52,14,15,23,241,47,103,99,,,,,,,,,,,,,,,
Alabama,2020,23,6/6/2020,"1,173","1,071",27,212,20,48,16,62,19,15,15,290,55,91,86,,,,,,,,,,,,,,,
Alabama,2020,24,6/13/2020,"1,138","1,031",14,176,23,53,11,65,17,24,19,280,58,81,75,,,,,,,,,,,,,,,
Alabama,2020,25,6/20/2020,"1,090","1,007",29,198,22,48,12,62,16,17,25,257,55,88,81,,,,,,,,,,,,,,,
Alabama,2020,26,6/27/2020,"1,151","1,064",12,222,23,60,16,55,15,17,18,266,67,103,95,,,,,,,,,,,,,,,
Alabama,2020,27,7/4/2020,"1,201","1,112",14,221,30,59,13,60,,18,25,296,49,125,119,,,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2020,28,7/11/2020,"1,265","1,177",17,217,31,62,12,64,14,19,23,305,72,135,122,,,,,,,,,,,,,,,
Alabama,2020,29,7/18/2020,"1,289","1,201",23,203,24,68,22,71,17,19,24,273,66,192,172,,,,,,,,,,,,,,,
Alabama,2020,30,7/25/2020,"1,333","1,257",21,212,28,65,17,69,10,20,22,285,78,251,241,,,,,,,,,,,,,,,
Alabama,2020,31,8/1/2020,"1,364","1,269",15,198,23,56,25,74,21,20,15,310,71,263,238,,,,,,,,,,,,,,,
Alabama,2020,32,8/8/2020,"1,379","1,288",15,177,32,40,21,76,14,17,27,291,69,264,253,,,,,,,,,,,,,,,
Alabama,2020,33,8/15/2020,"1,305","1,207",,166,26,60,20,68,21,15,24,291,74,230,214,,,Suppressed (counts 1-9),,,,,,,,,,,,
Alabama,2020,34,8/22/2020,"1,303","1,219",16,193,22,55,17,58,13,21,26,293,75,209,197,,,,,,,,,,,,,,,
Alabama,2020,35,8/29/2020,"1,216","1,129",19,191,24,54,17,62,19,20,22,249,56,185,175,,,,,,,,,,,,,,,
Alabama,2020,36,9/5/2020,"1,216","1,132",22,212,24,61,14,65,12,15,12,258,60,156,142,,,,,,,,,,,,,,,
Alabama,2020,37,9/12/2020,"1,232","1,148",17,198,28,66,12,59,19,23,21,295,49,138,130,,,,,,,,,,,,,,,
Alabama,2020,38,9/19/2020,"1,200","1,132",18,226,20,56,17,69,20,20,15,257,62,139,134,,,,,,,,,,,,,,,
Alabama,2020,39,9/26/2020,"1,183","1,109",21,203,35,65,20,62,13,15,22,261,58,105,100,,,,,,,,,,,,,,,
Alabama,2020,40,10/3/2020,"1,103","1,010",14,181,28,47,20,55,11,20,10,260,47,111,99,,,,,,,,,,,,,,,
Alabama,2020,41,10/10/2020,"1,204","1,120",15,189,28,58,18,63,20,21,20,303,61,137,127,,,,,,,,,,,,,,,
Alabama,2020,42,10/17/2020,"1,190","1,114",20,198,28,60,12,59,19,21,18,259,69,126,112,,,,,,,,,,,,,,,
Alabama,2020,43,10/24/2020,"1,142","1,056",18,200,16,54,20,54,16,19,15,276,47,119,112,,,,,,,,,,,,,,,
Alabama,2020,44,10/31/2020,"1,169","1,093",22,187,23,62,23,47,23,12,20,278,60,131,119,,,,,,,,,,,,,,,
Alabama,2020,45,11/7/2020,"1,277","1,183",15,215,27,54,14,54,18,23,21,296,65,151,141,,,,,,,,,,,,,,,
Alabama,2020,46,11/14/2020,"1,269","1,186",16,209,27,64,13,62,19,24,21,289,58,176,165,,,,,,,,,,,,,,,
Alabama,2020,47,11/21/2020,"1,275","1,176",11,195,29,69,17,58,13,27,22,267,61,168,155,,,,,,,,,,,,,,,
Alabama,2020,48,11/28/2020,"1,326","1,237",24,206,26,57,17,64,14,27,24,291,54,202,186,,,,,,,,,,,,,,,
Alabama,2020,49,12/5/2020,"1,355","1,259",30,177,32,63,14,66,28,14,22,300,66,251,239,,,,,,,,,,,,,,,
Alabama,2020,50,12/12/2020,"1,598","1,509",21,228,47,82,21,56,23,24,25,299,70,378,362,,,,,,,,,,,,,,,
Alabama,2020,51,12/19/2020,"1,584","1,485",13,195,31,71,31,69,17,26,29,310,70,390,363,,,,,,,,,,,,,,,
Alabama,2020,52,12/26/2020,"1,626","1,554",23,195,46,74,17,66,25,25,25,329,60,452,422,,,,,,,,,,,,,,,
Alabama,2020,53,1/2/2021,"1,804","1,703",22,201,35,79,21,70,26,26,37,326,77,508,479,,,,,,,,,,,,,,,
Alabama,2021,1,1/9/2021,"1,811","1,708",21,224,36,70,19,79,27,25,32,336,63,548,528,,,,,,,,,,,,,,,
Alabama,2021,2,1/16/2021,"1,835","1,745",16,211,47,67,25,63,21,24,26,347,68,596,570,,,,,,,,,,,,,,,
Alabama,2021,3,1/23/2021,"1,791","1,688",16,194,38,63,19,65,26,33,25,336,63,583,550,,,,,,,,,,,,,,,
Alabama,2021,4,1/30/2021,"1,637","1,559",20,206,37,63,20,74,24,22,21,311,63,490,460,,,,,,,,,,,,,,,
Alabama,2021,5,2/6/2021,"1,509","1,410",22,216,24,66,23,69,18,22,26,303,62,347,333,,,,,,,,,,,,,,,
Alabama,2021,6,2/13/2021,"1,432","1,338",20,200,30,66,15,67,24,19,18,328,77,265,249,,,,,,,,,,,,,,,
Alabama,2021,7,2/20/2021,"1,332","1,252",31,196,37,62,20,44,27,18,21,312,62,214,192,,,,,,,,,,,,,,,
Alabama,2021,8,2/27/2021,"1,315","1,219",21,182,22,57,22,59,18,14,16,325,75,170,152,,,,,,,,,,,,,,,
Alabama,2021,9,3/6/2021,"1,162","1,055",18,203,21,50,22,42,27,27,17,262,58,110,93,,,,,,,,,,,,,,,
Alabama,2021,10,3/13/2021,"1,189","1,088",12,175,25,46,21,65,16,25,25,268,52,104,93,,,,,,,,,,,,,,,
Alabama,2021,11,3/20/2021,"1,060",977,28,166,24,60,18,49,15,22,18,233,51,81,72,,,,,,,,,,,,,,,
Alabama,2021,12,3/27/2021,"1,191","1,073",28,156,34,47,22,59,24,19,23,302,92,78,68,,,,,,,,,,,,,,,
Alabama,2021,13,4/3/2021,"1,107","1,003",18,190,26,41,19,69,15,18,23,239,65,67,57,,,,,,,,,,,,,,,
Alabama,2021,14,4/10/2021,"1,209","1,095",21,204,28,47,20,56,27,23,20,290,69,53,49,,,,,,,,,,,,,,,
Alabama,2021,15,4/17/2021,"1,170","1,071",25,227,38,49,16,55,19,18,23,268,53,43,38,,,,,,,,,,,,,,,
Alabama,2021,16,4/24/2021,"1,108","1,010",27,206,36,44,25,49,20,13,15,281,53,45,38,,,,,,,,,,,,,,,
Alabama,2021,17,5/1/2021,"1,192","1,103",26,216,23,50,21,64,26,25,24,303,58,46,41,,,,,,,,,,,,,,,
Alabama,2021,18,5/8/2021,"1,156","1,043",16,209,39,41,10,73,24,20,16,266,57,63,60,,,,,,,,,,,,,,,
Alabama,2021,19,5/15/2021,"1,095",987,20,180,24,48,15,69,16,30,19,273,59,50,46,,,,,,,,,,,,,,,
Alabama,2021,20,5/22/2021,"1,095","1,005",16,183,22,59,17,56,16,17,17,290,51,50,40,,,,,,,,,,,,,,,
Alabama,2021,21,5/29/2021,"1,080",992,24,210,21,59,17,58,22,18,15,273,54,33,24,,,,,,,,,,,,,,,
Alabama,2021,22,6/5/2021,"1,086",982,19,184,23,46,20,65,20,19,17,289,61,36,31,,,,,,,,,,,,,,,
Alabama,2021,23,6/12/2021,"1,111","1,007",19,199,24,61,18,61,25,15,16,275,68,34,31,,,,,,,,,,,,,,,
Alabama,2021,24,6/19/2021,"1,135","1,023",24,218,28,35,21,56,12,32,15,270,63,24,17,,,,,,,,,,,,,,,
Alabama,2021,25,6/26/2021,"1,074",983,25,163,37,30,16,68,15,20,19,281,63,36,28,,,,,,,,,,,,,,,
Alabama,2021,26,7/3/2021,"1,062",946,22,202,25,47,13,45,13,22,17,254,74,22,21,,,,,,,,,,,,,,,
Alabama,2021,27,7/10/2021,"1,133","1,020",24,206,19,47,19,45,18,15,15,304,57,37,34,,,,,,,,,,,,,,,
Alabama,2021,28,7/17/2021,"1,055",971,24,180,33,40,16,62,14,16,20,241,54,43,40,,,,,,,,,,,,,,,
Alabama,2021,29,7/24/2021,"1,105",992,23,188,39,46,14,75,15,28,24,260,41,63,57,,,,,,,,,,,,,,,
Alabama,2021,30,7/31/2021,"1,170","1,080",26,194,30,52,18,55,15,23,23,271,49,109,102,,,,,,,,,,,,,,,
Alabama,2021,31,8/7/2021,"1,330","1,225",20,197,33,42,15,55,12,19,24,295,70,226,213,,,,,,,,,,,,,,,
Alabama,2021,32,8/14/2021,"1,441","1,352",20,221,36,50,13,65,26,19,19,287,71,345,326,,,,,,,,,,,,,,,
Alabama,2021,33,8/21/2021,"1,577","1,477",21,199,34,48,20,78,14,26,17,324,60,420,403,,,,,,,,,,,,,,,
Alabama,2021,34,8/28/2021,"1,619","1,545",20,195,49,55,13,68,13,16,34,317,68,477,459,,,,,,,,,,,,,,,
Alabama,2021,35,9/4/2021,"1,607","1,499",17,184,33,42,22,53,19,31,23,301,60,497,476,,,,,,,,,,,,,,,
Alabama,2021,36,9/11/2021,"1,750","1,649",25,192,34,49,32,68,18,22,27,325,85,548,531,,,,,,,,,,,,,,,
Alabama,2021,37,9/18/2021,"1,586","1,486",17,194,26,62,22,61,17,22,22,313,53,474,454,,,,,,,,,,,,,,,
Alabama,2021,38,9/25/2021,"1,450","1,344",22,190,31,60,15,49,12,21,18,251,65,410,395,,,,,,,,,,,,,,,
Alabama,2021,39,10/2/2021,"1,496","1,388",21,207,31,42,18,64,11,22,22,274,61,366,350,,,,,,,,,,,,,,,
Alabama,2021,40,10/9/2021,"1,371","1,271",26,195,34,51,21,66,19,17,20,314,63,259,246,,,,,,,,,,,,,,,
Alabama,2021,41,10/16/2021,"1,278","1,171",16,211,34,50,17,48,17,21,23,232,67,217,204,,,,,,,,,,,,,,,
Alabama,2021,42,10/23/2021,"1,211","1,116",32,192,25,45,27,63,21,18,25,255,60,157,142,,,,,,,,,,,,,,,
Alabama,2021,43,10/30/2021,"1,121","1,016",13,184,29,43,12,51,15,22,26,268,44,99,92,,,,,,,,,,,,,,,
Alabama,2021,44,11/6/2021,"1,188","1,087",23,196,42,51,25,63,17,20,20,270,68,85,74,,,,,,,,,,,,,,,
Alabama,2021,45,11/13/2021,"1,177","1,108",28,225,29,47,14,70,17,24,28,259,61,86,78,,,,,,,,,,,,,,,
Alabama,2021,46,11/20/2021,"1,115","1,051",17,181,43,48,11,66,27,23,18,250,65,51,44,,,,,,,,,,,,,,,
Alabama,2021,47,11/27/2021,"1,188","1,095",26,200,32,60,25,70,16,18,21,272,65,59,52,,,,,,,,,,,,,,,
Alabama,2021,48,12/4/2021,"1,257","1,148",34,207,29,53,12,62,14,23,12,317,67,69,59,,,,,,,,,,,,,,,
Alabama,2021,49,12/11/2021,"1,247","1,144",22,202,32,45,19,77,18,26,26,296,66,56,53,,,,,,,,,,,,,,,
Alabama,2021,50,12/18/2021,"1,148","1,061",15,183,35,58,24,58,17,18,19,295,59,71,63,,,,,,,,,,,,,,,
Alabama,2021,51,12/25/2021,"1,144","1,059",26,168,29,49,25,56,19,29,16,294,62,74,65,,,,,,,,,,,,,,,
Alabama,2021,52,1/1/2022,"1,252","1,150",27,194,25,65,23,84,12,25,16,298,82,83,65,,,,,,,,,,,,,,,
Alabama,2022,1,1/8/2022,"1,328","1,222",23,205,41,60,29,79,20,25,18,284,61,153,141,,,,,,,,,,,,,,,
Alabama,2022,2,1/15/2022,"1,519","1,442",32,207,45,76,23,80,28,22,19,357,68,244,202,,,,,,,,,,,,,,,
Alabama,2022,3,1/22/2022,"1,500","1,416",20,215,40,67,23,64,18,27,21,328,68,294,256,,,,,,,,,,,,,,,
